gene.chr,gene.start,gene.stop,gene.id,gene.strand,probe.chr,probe.start,probe.stop,probe.id,probe.strand
chr1,944572,947682,AT1G03770,+,chr1,944572,947682,AT1G03770,+
chr1,947520,951850,AT1G03780,-,chr1,947520,951850,AT1G03780,-
chr1,954290,956144,AT1G03790,+,chr1,954290,956144,AT1G03790,+
chr1,957104,958383,AT1G03800,-,chr1,957104,958383,AT1G03800,-
chr1,958759,959609,AT1G03810,+,chr1,958759,959609,AT1G03810,+
chr1,959790,960916,AT1G03820,-,chr1,959790,960916,AT1G03820,-
chr1,961684,966790,AT1G03830,-,chr1,961684,966790,AT1G03830,-
chr1,967470,970334,AT1G03840,-,chr1,967470,970334,AT1G03840,-
chr1,975871,977911,AT1G03850,-,chr1,975871,977911,AT1G03850,-
chr1,979307,982002,AT1G03860,-,chr1,979307,982002,AT1G03860,-
chr1,982381,983544,AT1G03870,-,chr1,982381,983544,AT1G03870,-
chr1,985751,988146,AT1G03880,+,chr1,985751,988146,AT1G03880,+
chr1,989198,991020,AT1G03890,+,chr1,989198,991020,AT1G03890,+
chr1,991106,993126,AT1G03900,+,chr1,991106,993126,AT1G03900,+
chr1,993400,995989,AT1G03905,+,chr1,993400,995989,AT1G03905,+
chr1,996076,1000629,AT1G03910,+,chr1,996076,1000629,AT1G03910,+
chr1,1001116,1004410,AT1G03920,+,chr1,1001116,1004410,AT1G03920,+
chr1,1004688,1008370,AT1G03930,+,chr1,1004688,1008370,AT1G03930,+
chr1,1008592,1008735,AT1G04217,+,chr1,1008592,1008735,AT1G04217,+
chr1,1008810,1008896,AT1G03935,+,chr1,1008810,1008896,AT1G03935,+
chr1,1009073,1009189,AT1G04223,+,chr1,1009073,1009189,AT1G04223,+
chr1,1009228,1011145,AT1G03940,-,chr1,1009228,1011145,AT1G03940,-
chr1,1009249,1009356,AT1G04227,+,chr1,1009249,1009356,AT1G04227,+
chr1,1011151,1013365,AT1G03950,-,chr1,1011151,1013365,AT1G03950,-
chr1,1013643,1017957,AT1G03960,+,chr1,1013643,1017957,AT1G03960,+
chr1,1018058,1019247,AT1G03970,+,chr1,1018058,1019247,AT1G03970,+
chr1,1018123,1018514,AT1G04233,-,chr1,1018123,1018514,AT1G04233,-
chr1,1019311,1022108,AT1G03980,-,chr1,1019311,1022108,AT1G03980,-
chr1,1022251,1023719,AT1G03982,-,chr1,1022251,1023719,AT1G03982,-
chr1,1024740,1027616,AT1G03990,+,chr1,1024740,1027616,AT1G03990,+
chr1,1027853,1029119,AT1G04000,-,chr1,1027853,1029119,AT1G04000,-
chr1,1030957,1036264,AT1G04010,-,chr1,1030957,1036264,AT1G04010,-
chr1,1036493,1040262,AT1G04020,+,chr1,1036493,1040262,AT1G04020,+
chr1,1040375,1042892,AT1G04030,+,chr1,1040375,1042892,AT1G04030,+
chr1,1042362,1043887,AT1G04040,-,chr1,1042362,1043887,AT1G04040,-
chr1,1043118,1043415,AT1G04237,+,chr1,1043118,1043415,AT1G04237,+
chr1,1045598,1049864,AT1G04050,-,chr1,1045598,1049864,AT1G04050,-
chr1,1050505,1051194,AT1G04070,-,chr1,1050505,1051194,AT1G04070,-
chr1,1051312,1056827,AT1G04080,+,chr1,1051312,1056827,AT1G04080,+
chr1,1057041,1059454,AT1G04090,+,chr1,1057041,1059454,AT1G04090,+
chr1,1059470,1061209,AT1G04100,+,chr1,1059470,1061209,AT1G04100,+
chr1,1059730,1060348,AT1G04105,-,chr1,1059730,1060348,AT1G04105,-
chr1,1061297,1063809,AT1G04110,-,chr1,1061297,1063809,AT1G04110,-
chr1,1064264,1071080,AT1G04120,-,chr1,1064264,1071080,AT1G04120,-
chr1,1072574,1072780,AT1G04243,-,chr1,1072574,1072780,AT1G04243,-
chr1,1073274,1075568,AT1G04130,+,chr1,1073274,1075568,AT1G04130,+
chr1,1075543,1080630,AT1G04140,-,chr1,1075543,1080630,AT1G04140,-
chr1,1081024,1084431,AT1G04150,-,chr1,1081024,1084431,AT1G04150,-
chr1,1086170,1096510,AT1G04160,+,chr1,1086170,1096510,AT1G04160,+
chr1,1096882,1099901,AT1G04170,+,chr1,1096882,1099901,AT1G04170,+
chr1,1104493,1106241,AT1G04180,+,chr1,1104493,1106241,AT1G04180,+
chr1,1106354,1108725,AT1G04190,-,chr1,1106354,1108725,AT1G04190,-
chr1,1109395,1114155,AT1G04200,+,chr1,1109395,1114155,AT1G04200,+
chr1,1114375,1119739,AT1G04210,+,chr1,1114375,1119739,AT1G04210,+
chr1,1119699,1122786,AT1G04220,-,chr1,1119699,1122786,AT1G04220,-
chr1,1120225,1122526,AT1G04247,+,chr1,1120225,1122526,AT1G04247,+
chr1,1125515,1128788,AT1G04230,+,chr1,1125515,1128788,AT1G04230,+
chr1,1128149,1129689,AT1G04240,-,chr1,1128149,1129689,AT1G04240,-
chr1,1134308,1134997,AT1G04253,-,chr1,1134308,1134997,AT1G04253,-
chr1,1136078,1138663,AT1G04250,+,chr1,1136078,1138663,AT1G04250,+
chr1,1140278,1141564,AT1G04260,-,chr1,1140278,1141564,AT1G04260,-
chr1,1141558,1143130,AT1G04270,-,chr1,1141558,1143130,AT1G04270,-
chr1,1143436,1147091,AT1G04280,-,chr1,1143436,1147091,AT1G04280,-
chr1,1147297,1148533,AT1G04290,-,chr1,1147297,1148533,AT1G04290,-
chr1,1147781,1148435,AT1G04295,+,chr1,1147781,1148435,AT1G04295,+
chr1,1148564,1154667,AT1G04300,-,chr1,1148564,1154667,AT1G04300,-
chr1,1154740,1157813,AT1G04310,-,chr1,1154740,1157813,AT1G04310,-
chr1,1159023,1159093,AT1G04320,+,chr1,1159023,1159093,AT1G04320,+
chr1,1161289,1161982,AT1G04330,-,chr1,1161289,1161982,AT1G04330,-
chr1,1162905,1164861,AT1G04340,-,chr1,1162905,1164861,AT1G04340,-
chr1,1164910,1167135,AT1G04350,+,chr1,1164910,1167135,AT1G04350,+
chr1,1167288,1169034,AT1G04360,-,chr1,1167288,1169034,AT1G04360,-
chr1,1175033,1175768,AT1G04370,+,chr1,1175033,1175768,AT1G04370,+
chr1,1176544,1178488,AT1G04380,-,chr1,1176544,1178488,AT1G04380,-
chr1,1178925,1179176,AT1G04257,+,chr1,1178925,1179176,AT1G04257,+
chr1,1179310,1183704,AT1G04390,-,chr1,1179310,1183704,AT1G04390,-
chr1,1185512,1188696,AT1G04400,-,chr1,1185512,1188696,AT1G04400,-
chr1,1188995,1191458,AT1G04410,-,chr1,1188995,1191458,AT1G04410,-
chr1,1191519,1193884,AT1G04420,+,chr1,1191519,1193884,AT1G04420,+
chr1,1194187,1196889,AT1G04425,+,chr1,1194187,1196889,AT1G04425,+
chr1,1195528,1196657,AT1G08835,-,chr1,1195528,1196657,AT1G08835,-
chr1,1197956,1201579,AT1G04430,+,chr1,1197956,1201579,AT1G04430,+
chr1,1202160,1206009,AT1G04440,+,chr1,1202160,1206009,AT1G04440,+
chr1,1206760,1207939,AT1G04445,+,chr1,1206760,1207939,AT1G04445,+
chr1,1208521,1210026,AT1G04450,+,chr1,1208521,1210026,AT1G04450,+
chr1,1210269,1210622,AT1G04455,+,chr1,1210269,1210622,AT1G04455,+
chr1,1210319,1210549,AT1G04457,-,chr1,1210319,1210549,AT1G04457,-
chr1,1210924,1214841,AT1G04470,-,chr1,1210924,1214841,AT1G04470,-
chr1,1215731,1215831,AT1G04263,-,chr1,1215731,1215831,AT1G04263,-
chr1,1215925,1217471,AT1G04480,+,chr1,1215925,1217471,AT1G04480,+
chr1,1216552,1216691,AT1G04267,+,chr1,1216552,1216691,AT1G04267,+
chr1,1216722,1216865,AT1G04273,+,chr1,1216722,1216865,AT1G04273,+
chr1,1216921,1217061,AT1G04277,+,chr1,1216921,1217061,AT1G04277,+
chr1,1217690,1220899,AT1G04490,-,chr1,1217690,1220899,AT1G04490,-
chr1,1221411,1224539,AT1G04500,-,chr1,1221411,1224539,AT1G04500,-
chr1,1226483,1230947,AT1G04510,+,chr1,1226483,1230947,AT1G04510,+
chr1,1231452,1234032,AT1G04520,+,chr1,1231452,1234032,AT1G04520,+
chr1,1234176,1236206,AT1G04530,-,chr1,1234176,1236206,AT1G04530,-
chr1,1236754,1239199,AT1G04540,+,chr1,1236754,1239199,AT1G04540,+
chr1,1240294,1242157,AT1G04550,+,chr1,1240294,1242157,AT1G04550,+
chr1,1242506,1244244,AT1G04555,+,chr1,1242506,1244244,AT1G04555,+
chr1,1244947,1246059,AT1G04560,+,chr1,1244947,1246059,AT1G04560,+
chr1,1246601,1248876,AT1G04570,-,chr1,1246601,1248876,AT1G04570,-
chr1,1249571,1251697,AT1G08855,-,chr1,1249571,1251697,AT1G08855,-
chr1,1252005,1257893,AT1G04580,-,chr1,1252005,1257893,AT1G04580,-
chr1,1258556,1261470,AT1G04590,-,chr1,1258556,1261470,AT1G04590,-
chr1,1261762,1272588,AT1G04600,+,chr1,1261762,1272588,AT1G04600,+
chr1,1279351,1281618,AT1G04610,+,chr1,1279351,1281618,AT1G04610,+
chr1,1282163,1286619,AT1G04620,-,chr1,1282163,1286619,AT1G04620,-
chr1,1287831,1289820,AT1G04625,-,chr1,1287831,1289820,AT1G04625,-
chr1,1289734,1291112,AT1G04630,-,chr1,1289734,1291112,AT1G04630,-
chr1,1291300,1292024,AT1G04635,+,chr1,1291300,1292024,AT1G04635,+
chr1,1292023,1293398,AT1G04640,+,chr1,1292023,1293398,AT1G04640,+
chr1,1293770,1294263,AT1G04645,-,chr1,1293770,1294263,AT1G04645,-
chr1,1294627,1299023,AT1G04650,-,chr1,1294627,1299023,AT1G04650,-
chr1,1299553,1299796,AT1G04283,+,chr1,1299553,1299796,AT1G04283,+
chr1,1300368,1301773,AT1G04660,-,chr1,1300368,1301773,AT1G04660,-
chr1,1301829,1302758,AT1G04670,+,chr1,1301829,1302758,AT1G04670,+
chr1,1303467,1307973,AT1G04680,-,chr1,1303467,1307973,AT1G04680,-
chr1,1313443,1315823,AT1G04690,+,chr1,1313443,1315823,AT1G04690,+
chr1,1316139,1321000,AT1G04700,+,chr1,1316139,1321000,AT1G04700,+
chr1,1321885,1324840,AT1G04710,+,chr1,1321885,1324840,AT1G04710,+
chr1,1324923,1325007,AT1G04720,+,chr1,1324923,1325007,AT1G04720,+
chr1,1325099,1331169,AT1G04730,-,chr1,1325099,1331169,AT1G04730,-
chr1,1331466,1333651,AT1G04750,-,chr1,1331466,1333651,AT1G04750,-
chr1,1333696,1334012,AT1G04287,+,chr1,1333696,1334012,AT1G04287,+
chr1,1334533,1336704,AT1G04760,+,chr1,1334533,1336704,AT1G04760,+
chr1,1336274,1337849,AT1G04770,-,chr1,1336274,1337849,AT1G04770,-
chr1,1339588,1340565,AT1G04778,+,chr1,1339588,1340565,AT1G04778,+
chr1,1340553,1343793,AT1G04780,-,chr1,1340553,1343793,AT1G04780,-
chr1,1344989,1348868,AT1G04790,+,chr1,1344989,1348868,AT1G04790,+
chr1,1348452,1349478,AT1G04800,-,chr1,1348452,1349478,AT1G04800,-
chr1,1350080,1355466,AT1G04810,+,chr1,1350080,1355466,AT1G04810,+
chr1,1356084,1358547,AT1G04820,-,chr1,1356084,1358547,AT1G04820,-
chr1,1358574,1362019,AT1G04830,-,chr1,1358574,1362019,AT1G04830,-
chr1,1362227,1365027,AT1G04840,-,chr1,1362227,1365027,AT1G04840,-
chr1,1365107,1368940,AT1G04850,-,chr1,1365107,1368940,AT1G04850,-
chr1,1369036,1373103,AT1G04860,-,chr1,1369036,1373103,AT1G04860,-
chr1,1373234,1375821,AT1G04870,-,chr1,1373234,1375821,AT1G04870,-
chr1,1375824,1379228,AT1G04880,-,chr1,1375824,1379228,AT1G04880,-
chr1,1380382,1382599,AT1G04890,-,chr1,1380382,1382599,AT1G04890,-
chr1,1382790,1383059,AT1G04293,-,chr1,1382790,1383059,AT1G04293,-
chr1,1383008,1383422,AT1G04895,-,chr1,1383008,1383422,AT1G04895,-
chr1,1383841,1387895,AT1G04900,+,chr1,1383841,1387895,AT1G04900,+
chr1,1385478,1386132,AT1G04297,-,chr1,1385478,1386132,AT1G04297,-
chr1,1387871,1391381,AT1G04910,-,chr1,1387871,1391381,AT1G04910,-
chr1,1388988,1389225,AT1G04303,+,chr1,1388988,1389225,AT1G04303,+
chr1,1391434,1395953,AT1G04920,-,chr1,1391434,1395953,AT1G04920,-
chr1,1396265,1399122,AT1G04930,-,chr1,1396265,1399122,AT1G04930,-
chr1,1399174,1403112,AT1G04945,+,chr1,1399174,1403112,AT1G04945,+
chr1,1399182,1400830,AT1G04940,+,chr1,1399182,1400830,AT1G04940,+
chr1,1403085,1407531,AT1G04950,-,chr1,1403085,1407531,AT1G04950,-
chr1,1407772,1410933,AT1G04960,-,chr1,1407772,1410933,AT1G04960,-
chr1,1411088,1413627,AT1G04970,+,chr1,1411088,1413627,AT1G04970,+
chr1,1413644,1416218,AT1G04980,-,chr1,1413644,1416218,AT1G04980,-
chr1,1416342,1419027,AT1G04985,-,chr1,1416342,1419027,AT1G04985,-
chr1,1418612,1421863,AT1G04990,-,chr1,1418612,1421863,AT1G04990,-
chr1,1425539,1428869,AT1G05000,+,chr1,1425539,1428869,AT1G05000,+
chr1,1429048,1430056,AT1G05005,+,chr1,1429048,1430056,AT1G05005,+
chr1,1429442,1429889,AT1G04307,-,chr1,1429442,1429889,AT1G04307,-
chr1,1431177,1433010,AT1G05010,-,chr1,1431177,1433010,AT1G05010,-
chr1,1435155,1437763,AT1G05020,-,chr1,1435155,1437763,AT1G05020,-
chr1,1438048,1441933,AT1G05030,-,chr1,1438048,1441933,AT1G05030,-
chr1,1444692,1445039,AT1G04313,-,chr1,1444692,1445039,AT1G04313,-
chr1,1444983,1446116,AT1G05035,+,chr1,1444983,1446116,AT1G05035,+
chr1,1446155,1447314,AT1G04317,+,chr1,1446155,1447314,AT1G04317,+
chr1,1446835,1447073,AT1G04323,+,chr1,1446835,1447073,AT1G04323,+
chr1,1447369,1448463,AT1G05040,-,chr1,1447369,1448463,AT1G05040,-
chr1,1448631,1450901,AT1G05055,-,chr1,1448631,1450901,AT1G05055,-
chr1,1451002,1452872,AT1G05060,-,chr1,1451002,1452872,AT1G05060,-
chr1,1453045,1454691,AT1G05061,-,chr1,1453045,1454691,AT1G05061,-
chr1,1454606,1455322,AT1G05065,-,chr1,1454606,1455322,AT1G05065,-
chr1,1457007,1458802,AT1G05070,-,chr1,1457007,1458802,AT1G05070,-
chr1,1459091,1460579,AT1G05080,+,chr1,1459091,1460579,AT1G05080,+
chr1,1460988,1461670,AT1G05085,+,chr1,1460988,1461670,AT1G05085,+
chr1,1461934,1462157,AT1G04327,+,chr1,1461934,1462157,AT1G04327,+
chr1,1462043,1462340,AT1G04333,-,chr1,1462043,1462340,AT1G04333,-
chr1,1463108,1464173,AT1G05087,+,chr1,1463108,1464173,AT1G05087,+
chr1,1464239,1465875,AT1G05090,+,chr1,1464239,1465875,AT1G05090,+
chr1,1469541,1470881,AT1G05100,+,chr1,1469541,1470881,AT1G05100,+
chr1,1471323,1476289,AT1G05120,-,chr1,1471323,1476289,AT1G05120,-
chr1,1477487,1478900,AT1G05135,-,chr1,1477487,1478900,AT1G05135,-
chr1,1478923,1479063,AT1G05136,+,chr1,1478923,1479063,AT1G05136,+
chr1,1480118,1480940,AT1G08865,-,chr1,1480118,1480940,AT1G08865,-
chr1,1482546,1484059,AT1G05140,+,chr1,1482546,1484059,AT1G05140,+
chr1,1484067,1487027,AT1G05150,-,chr1,1484067,1487027,AT1G05150,-
chr1,1487378,1491005,AT1G05160,-,chr1,1487378,1491005,AT1G05160,-
chr1,1490974,1494248,AT1G05170,-,chr1,1490974,1494248,AT1G05170,-
chr1,1496735,1497102,AT1G04337,+,chr1,1496735,1497102,AT1G04337,+
chr1,1498114,1501953,AT1G05180,-,chr1,1498114,1501953,AT1G05180,-
chr1,1502251,1503853,AT1G05190,-,chr1,1502251,1503853,AT1G05190,-
chr1,1504941,1509152,AT1G05200,+,chr1,1504941,1509152,AT1G05200,+
chr1,1508646,1509015,AT1G04343,-,chr1,1508646,1509015,AT1G04343,-
chr1,1509103,1510341,AT1G05205,-,chr1,1509103,1510341,AT1G05205,-
chr1,1509751,1510161,AT1G04347,+,chr1,1509751,1510161,AT1G04347,+
chr1,1510404,1511683,AT1G05210,+,chr1,1510404,1511683,AT1G05210,+
chr1,1511895,1512842,AT1G05220,+,chr1,1511895,1512842,AT1G05220,+
chr1,1512618,1514562,AT1G04353,+,chr1,1512618,1514562,AT1G04353,+
chr1,1512896,1518900,AT1G05230,-,chr1,1512896,1518900,AT1G05230,-
chr1,1520278,1523023,AT1G05240,+,chr1,1520278,1523023,AT1G05240,+
chr1,1523561,1524069,AT1G04357,-,chr1,1523561,1524069,AT1G04357,-
chr1,1523594,1523943,AT1G04363,+,chr1,1523594,1523943,AT1G04363,+
chr1,1524572,1525242,AT1G04367,-,chr1,1524572,1525242,AT1G04367,-
chr1,1525601,1527360,AT1G05250,-,chr1,1525601,1527360,AT1G05250,-
chr1,1529767,1531484,AT1G05260,+,chr1,1529767,1531484,AT1G05260,+
chr1,1531641,1534767,AT1G05270,-,chr1,1531641,1534767,AT1G05270,-
chr1,1534830,1537602,AT1G05280,-,chr1,1534830,1537602,AT1G05280,-
chr1,1538273,1538484,AT1G04373,-,chr1,1538273,1538484,AT1G04373,-
chr1,1539152,1540562,AT1G05290,-,chr1,1539152,1540562,AT1G05290,-
chr1,1541348,1542432,AT1G05291,-,chr1,1541348,1542432,AT1G05291,-
chr1,1542969,1543287,AT1G04377,-,chr1,1542969,1543287,AT1G04377,-
chr1,1543157,1543394,AT1G04383,+,chr1,1543157,1543394,AT1G04383,+
chr1,1543643,1544093,AT1G04387,+,chr1,1543643,1544093,AT1G04387,+
chr1,1544927,1547849,AT1G05300,-,chr1,1544927,1547849,AT1G05300,-
chr1,1550503,1552587,AT1G05310,-,chr1,1550503,1552587,AT1G05310,-
chr1,1553568,1557848,AT1G05320,+,chr1,1553568,1557848,AT1G05320,+
chr1,1558058,1558745,AT1G05330,+,chr1,1558058,1558745,AT1G05330,+
chr1,1558778,1559917,AT1G05340,-,chr1,1558778,1559917,AT1G05340,-
chr1,1560678,1564409,AT1G05350,-,chr1,1560678,1564409,AT1G05350,-
chr1,1564491,1567508,AT1G05360,+,chr1,1564491,1567508,AT1G05360,+
chr1,1569147,1572469,AT1G05370,-,chr1,1569147,1572469,AT1G05370,-
chr1,1576822,1582672,AT1G05380,+,chr1,1576822,1582672,AT1G05380,+
chr1,1582671,1583760,AT1G05385,-,chr1,1582671,1583760,AT1G05385,-
chr1,1583772,1583845,AT1G05390,-,chr1,1583772,1583845,AT1G05390,-
chr1,1584073,1585421,AT1G05400,+,chr1,1584073,1585421,AT1G05400,+
chr1,1585371,1587794,AT1G05410,-,chr1,1585371,1587794,AT1G05410,-
chr1,1589973,1591012,AT1G05420,+,chr1,1589973,1591012,AT1G05420,+
chr1,1594053,1595923,AT1G05430,-,chr1,1594053,1595923,AT1G05430,-
chr1,1596007,1597940,AT1G05440,-,chr1,1596007,1597940,AT1G05440,-
chr1,1599876,1601214,AT1G05450,+,chr1,1599876,1601214,AT1G05450,+
chr1,1601148,1605034,AT1G05460,-,chr1,1601148,1605034,AT1G05460,-
chr1,1607202,1611840,AT1G05470,-,chr1,1607202,1611840,AT1G05470,-
chr1,1618504,1623489,AT1G05490,-,chr1,1618504,1623489,AT1G05490,-
chr1,1624919,1629289,AT1G05500,+,chr1,1624919,1629289,AT1G05500,+
chr1,1629446,1630863,AT1G05510,+,chr1,1629446,1630863,AT1G05510,+
chr1,1630849,1636018,AT1G05520,-,chr1,1630849,1636018,AT1G05520,-
chr1,1636249,1637914,AT1G05530,-,chr1,1636249,1637914,AT1G05530,-
chr1,1639223,1640879,AT1G05540,+,chr1,1639223,1640879,AT1G05540,+
chr1,1640959,1643917,AT1G05550,-,chr1,1640959,1643917,AT1G05550,-
chr1,1645300,1647435,AT1G05560,-,chr1,1645300,1647435,AT1G05560,-
chr1,1645300,1647435,AT1G05562,+,chr1,1645300,1647435,AT1G05562,+
chr1,1647575,1659611,AT1G05570,-,chr1,1647575,1659611,AT1G05570,-
chr1,1653221,1653624,AT1G04393,-,chr1,1653221,1653624,AT1G04393,-
chr1,1661408,1661614,AT1G04397,+,chr1,1661408,1661614,AT1G04397,+
chr1,1661550,1662259,AT1G05575,-,chr1,1661550,1662259,AT1G05575,-
chr1,1662352,1664398,AT1G05577,-,chr1,1662352,1664398,AT1G05577,-
chr1,1665356,1668924,AT1G05580,-,chr1,1665356,1668924,AT1G05580,-
chr1,1669350,1671902,AT1G05590,+,chr1,1669350,1671902,AT1G05590,+
chr1,1671916,1673923,AT1G05600,+,chr1,1671916,1673923,AT1G05600,+
chr1,1673861,1676077,AT1G05610,-,chr1,1673861,1676077,AT1G05610,-
chr1,1677507,1678270,AT1G05615,-,chr1,1677507,1678270,AT1G05615,-
chr1,1678881,1681710,AT1G05620,+,chr1,1678881,1681710,AT1G05620,+
chr1,1682224,1687363,AT1G05630,+,chr1,1682224,1687363,AT1G05630,+
chr1,1687436,1689955,AT1G05640,-,chr1,1687436,1689955,AT1G05640,-
chr1,1690002,1692179,AT1G05650,-,chr1,1690002,1692179,AT1G05650,-
chr1,1693476,1693804,AT1G04403,-,chr1,1693476,1693804,AT1G04403,-
chr1,1694070,1696191,AT1G05660,-,chr1,1694070,1696191,AT1G05660,-
chr1,1697541,1701065,AT1G05670,-,chr1,1697541,1701065,AT1G05670,-
chr1,1701116,1702749,AT1G05675,-,chr1,1701116,1702749,AT1G05675,-
chr1,1703002,1704838,AT1G05680,-,chr1,1703002,1704838,AT1G05680,-
chr1,1706736,1709360,AT1G05690,+,chr1,1706736,1709360,AT1G05690,+
chr1,1709673,1713474,AT1G05700,+,chr1,1709673,1713474,AT1G05700,+
chr1,1713479,1713740,AT1G04407,-,chr1,1713479,1713740,AT1G04407,-
chr1,1714818,1717290,AT1G05710,+,chr1,1714818,1717290,AT1G05710,+
chr1,1717389,1718909,AT1G05720,-,chr1,1717389,1718909,AT1G05720,-
chr1,1717730,1718089,AT1G04413,+,chr1,1717730,1718089,AT1G04413,+
chr1,1718555,1720587,AT1G05730,+,chr1,1718555,1720587,AT1G05730,+
chr1,1719300,1719659,AT1G04417,-,chr1,1719300,1719659,AT1G04417,-
chr1,1720593,1721309,AT1G05740,+,chr1,1720593,1721309,AT1G05740,+
chr1,1721509,1724734,AT1G05750,+,chr1,1721509,1724734,AT1G05750,+
chr1,1723734,1724534,AT1G05760,-,chr1,1723734,1724534,AT1G05760,-
chr1,1725388,1726321,AT1G05770,-,chr1,1725388,1726321,AT1G05770,-
chr1,1726558,1728520,AT1G05780,+,chr1,1726558,1728520,AT1G05780,+
chr1,1727263,1727415,AT1G04423,+,chr1,1727263,1727415,AT1G04423,+
chr1,1728658,1729789,AT1G05783,-,chr1,1728658,1729789,AT1G05783,-
chr1,1729587,1729890,AT1G04427,+,chr1,1729587,1729890,AT1G04427,+
chr1,1730242,1732657,AT1G05785,+,chr1,1730242,1732657,AT1G05785,+
chr1,1732802,1737583,AT1G05790,+,chr1,1732802,1737583,AT1G05790,+
chr1,1741204,1742619,AT1G05800,+,chr1,1741204,1742619,AT1G05800,+
chr1,1744444,1747734,AT1G05805,+,chr1,1744444,1747734,AT1G05805,+
chr1,1748259,1749526,AT1G05810,+,chr1,1748259,1749526,AT1G05810,+
chr1,1749478,1754036,AT1G05820,+,chr1,1749478,1754036,AT1G05820,+
chr1,1754130,1761909,AT1G05830,+,chr1,1754130,1761909,AT1G05830,+
chr1,1762145,1762814,AT1G05835,+,chr1,1762145,1762814,AT1G05835,+
chr1,1762363,1762693,AT1G04433,-,chr1,1762363,1762693,AT1G04433,-
chr1,1762734,1766283,AT1G05840,-,chr1,1762734,1766283,AT1G05840,-
chr1,1764573,1764829,AT1G04437,+,chr1,1764573,1764829,AT1G04437,+
chr1,1766503,1768837,AT1G05850,-,chr1,1766503,1768837,AT1G05850,-
chr1,1768986,1771286,AT1G05860,+,chr1,1768986,1771286,AT1G05860,+
chr1,1771385,1773385,AT1G05870,-,chr1,1771385,1773385,AT1G05870,-
chr1,1775643,1778553,AT1G05880,+,chr1,1775643,1778553,AT1G05880,+
chr1,1779256,1784675,AT1G05890,+,chr1,1779256,1784675,AT1G05890,+
chr1,1784736,1786326,AT1G05894,+,chr1,1784736,1786326,AT1G05894,+
chr1,1786849,1789737,AT1G05900,+,chr1,1786849,1789737,AT1G05900,+
chr1,1790216,1796715,AT1G05910,+,chr1,1790216,1796715,AT1G05910,+
chr1,1796778,1798254,AT1G05920,+,chr1,1796778,1798254,AT1G05920,+
chr1,1799418,1800933,AT1G05930,+,chr1,1799418,1800933,AT1G05930,+
chr1,1801110,1804000,AT1G05940,-,chr1,1801110,1804000,AT1G05940,-
chr1,1804401,1807670,AT1G05950,-,chr1,1804401,1807670,AT1G05950,-
chr1,1807960,1815568,AT1G05960,-,chr1,1807960,1815568,AT1G05960,-
chr1,1815825,1817336,AT1G05970,-,chr1,1815825,1817336,AT1G05970,-
chr1,1817400,1817471,AT1G05980,+,chr1,1817400,1817471,AT1G05980,+
chr1,1818392,1819184,AT1G05990,+,chr1,1818392,1819184,AT1G05990,+
chr1,1820254,1821887,AT1G06002,+,chr1,1820254,1821887,AT1G06002,+
chr1,1820308,1821894,AT1G06000,-,chr1,1820308,1821894,AT1G06000,-
chr1,1822583,1824236,AT1G06010,+,chr1,1822583,1824236,AT1G06010,+
chr1,1824250,1826163,AT1G06020,+,chr1,1824250,1826163,AT1G06020,+
chr1,1826803,1828279,AT1G06030,+,chr1,1826803,1828279,AT1G06030,+
chr1,1828340,1829983,AT1G06040,-,chr1,1828340,1829983,AT1G06040,-
chr1,1829522,1829865,AT1G06045,+,chr1,1829522,1829865,AT1G06045,+
chr1,1830471,1832555,AT1G06050,-,chr1,1830471,1832555,AT1G06050,-
chr1,1832941,1834861,AT1G06060,+,chr1,1832941,1834861,AT1G06060,+
chr1,1834829,1837758,AT1G06070,-,chr1,1834829,1837758,AT1G06070,-
chr1,1839483,1839729,AT1G04443,-,chr1,1839483,1839729,AT1G04443,-
chr1,1843463,1846311,AT1G06080,+,chr1,1843463,1846311,AT1G06080,+
chr1,1846701,1849693,AT1G06090,+,chr1,1846701,1849693,AT1G06090,+
chr1,1851472,1853019,AT1G06100,+,chr1,1851472,1853019,AT1G06100,+
chr1,1853059,1855378,AT1G06110,-,chr1,1853059,1855378,AT1G06110,-
chr1,1855910,1857718,AT1G06120,+,chr1,1855910,1857718,AT1G06120,+
chr1,1857757,1860938,AT1G06130,-,chr1,1857757,1860938,AT1G06130,-
chr1,1862184,1862742,AT1G06135,+,chr1,1862184,1862742,AT1G06135,+
chr1,1863425,1863840,AT1G06137,-,chr1,1863425,1863840,AT1G06137,-
chr1,1864774,1866999,AT1G06140,+,chr1,1864774,1866999,AT1G06140,+
chr1,1867037,1868905,AT1G06143,-,chr1,1867037,1868905,AT1G06143,-
chr1,1868989,1873730,AT1G06150,-,chr1,1868989,1873730,AT1G06150,-
chr1,1874885,1877573,AT1G06148,-,chr1,1874885,1877573,AT1G06148,-
chr1,1882907,1883992,AT1G06160,+,chr1,1882907,1883992,AT1G06160,+
chr1,1884981,1886904,AT1G06170,-,chr1,1884981,1886904,AT1G06170,-
chr1,1887404,1887728,AT1G04447,+,chr1,1887404,1887728,AT1G04447,+
chr1,1889362,1891276,AT1G06180,+,chr1,1889362,1891276,AT1G06180,+
chr1,1892231,1894194,AT1G06190,-,chr1,1892231,1894194,AT1G06190,-
chr1,1894289,1897027,AT1G06200,-,chr1,1894289,1897027,AT1G06200,-
chr1,1897129,1899237,AT1G06210,+,chr1,1897129,1899237,AT1G06210,+
